game_id,score dif max_min,team1_score max_min,team2_score max_min,team1_seed max_min,team2_seed max_min,team1_lat max_min,team2_lat max_min,team1_long max_min,team2_long max_min,team1_fg2pct max_min,team2_fg2pct max_min,team1_fg3pct max_min,team2_fg3pct max_min,team1_ftpct max_min,team2_ftpct max_min,team1_blockpct max_min,team2_blockpct max_min,team1_oppfg2pct max_min,team2_oppfg2pct max_min,team1_oppfg3pct max_min,team2_oppfg3pct max_min,team1_oppftpct max_min,team2_oppftpct max_min,team1_oppblockpct max_min,team2_oppblockpct max_min,team1_f3grate max_min,team2_f3grate max_min,team1_oppf3grate max_min,team2_oppf3grate max_min,team1_arate max_min,team2_arate max_min,team1_opparate max_min,team2_opparate max_min,team1_stlrate max_min,team2_stlrate max_min,team1_oppstlrate max_min,team2_oppstlrate max_min,team1_rpi_rating max_min,team2_rpi_rating max_min,team1_pt_school_ncaa max_min,team2_pt_school_ncaa max_min,team1_pt_overall_ncaa max_min,team2_pt_overall_ncaa max_min,team1_pt_school_s16 max_min,team2_pt_school_s16 max_min,team1_pt_overall_s16 max_min,team2_pt_overall_s16 max_min,team1_pt_school_ff max_min,team2_pt_school_ff max_min,team1_pt_overall_ff max_min,team2_pt_overall_ff max_min,team1_pt_career_school_wins max_min,team2_pt_career_school_wins max_min,team1_pt_career_school_losses max_min,team2_pt_career_school_losses max_min,team1_pt_career_overall_losses max_min,team2_pt_career_overall_losses max_min,team1_pt_team_season_wins max_min,team2_pt_team_season_wins max_min,team1_pt_team_season_losses max_min,team2_pt_team_season_losses max_min,team1_pt_coach_season_wins max_min,team2_pt_coach_season_wins max_min,team1_pt_coach_season_losses max_min,team2_pt_coach_season_losses max_min
2005-1403-1417,0.660194175,0.539473684,0.402173913,0.333333333,0.666666667,0.46587412,0.380380247,0.64508505,0.089674672,0.480543387,0.52391899,0.6151283,0.512651026,0.708343482,0.56018667,0.335383873,0.23442679,0.471748165,0.60009394,0.75028735,0.522167614,0.336575588,0.462309543,0.284233577,0.265373688,0.005895581,0.401850561,0.467700548,0.245907771,0.610433748,0.533436382,0.560617498,0.370067476,0.530131827,0.205058717,0.432876712,0.387483356,0.678082192,0.686346863,0.066666667,0,0.866666667,0.1,0,0,0.666666667,0.095238095,0,0,0.454545455,0,0.835850957,0.185443669,0.13125,0.078864353,0.787735849,0.289351852,0.3,0.272727273,0.5,0.5,0.548387097,0.36,0.5,0.5
2005-1412-1261,0.40776699,0.407894737,0.576086957,0.333333333,0.666666667,0.345857268,0.35456155,0.768560191,0.697801047,0.54006371,0.501277386,0.485573672,0.510455323,0.58739765,0.456133554,0.43210904,0.360568184,0.571270669,0.597961812,0.802654602,0.667408727,0.489311656,0.708053174,0.304671533,0.458323787,0.44892738,0.366719405,0.507245929,0.531286471,0.538334557,0.566645261,0.25072621,0.575240054,0.444444444,0.884372177,0.456164384,0.300932091,0.626712329,0.642066421,0.066666667,0.033333333,0.066666667,0.033333333,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0,0,0.211480363,0.054835494,0.3125,0.097791798,0.41745283,0.069444444,0.3,0.409090909,0.45,0.5,0.548387097,0.48,0.45,0.5
2005-1428-1431,0.601941748,0.302631579,0.27173913,0.333333333,0.666666667,0.738178952,0.275713652,0.530123119,0.319208354,0.801268221,0.512339699,0.541829031,0.628960414,0.519729816,0.890353924,0.24713226,0.309143981,0.498585198,0.606664485,0.493092618,0.520181177,0.458526266,0.429507742,0.594890511,0.701072263,0.20230131,0.292815554,0.409621048,0.398472334,0.671551164,0.783495274,0.381390145,0.601758914,0.401129944,0.450767841,0.980821918,0.258322237,0.684931507,0.708487085,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0.0775428,0.017946162,0.0125,0.015772871,0.127358491,0.009259259,0.65,0.681818182,0.25,0.35,0.774193548,0.72,0.25,0.35
2005-1448-1151,0.699029126,0.434210526,0.27173913,0.066666667,0.933333333,0.562744033,0.425002385,0.89414776,0.726816006,0.682030349,0.551022662,0.764598858,0.252237159,0.373798505,0.353051192,0.311476992,0.278724633,0.525188535,0.479090362,0.73161143,0.674130077,0.524749619,0.383420209,0.491297024,0.682949182,0.392845861,0.380744679,0.524848705,1,0.479681137,0.522997092,0.495679807,0.694583164,0.602636535,0.371273713,0.612328767,0.853528628,0.804794521,0.693726937,0.1,0,0.266666667,0,0.047619048,0,0.047619048,0,0,0,0,0,0.240684794,0.010967099,0.103125,0.025236593,0.261792453,0.016203704,0.6,0.363636364,0.25,0.5,0.741935484,0.44,0.25,0.5
2005-1449-1285,0.650485437,0.671052632,0.52173913,0,1,0.679595978,0.963227646,0.942699201,0.175429409,0.648519911,0.570060481,0.680278558,0.536403506,0.588887223,0.3581944,0.140636874,0.318980818,0.745411366,0.531533338,0.493861325,0.510728475,0.558360578,0.55402196,0.166457047,0.583283692,0.326089744,0.404583884,0.363301206,0.429556812,0.653808573,0.61254909,0.602053608,0.527891775,0.529190207,0.225835592,0.463013699,0.853528628,0.835616438,0.435424354,0.033333333,0,0.066666667,0,0,0,0,0,0,0,0,0,0.130916415,0.008973081,0.103125,0.031545741,0.285377358,0.020833333,0.65,0.272727273,0.25,0.6,0.774193548,0.36,0.25,0.6
2005-1452-1166,0.563106796,0.342105263,0.347826087,0.4,0.6,0.695419415,0.708269754,0.897896493,0.522140535,0.630201828,0.39092027,0.495563007,0.894857822,0.644404264,0.609436785,0.373728967,0.365625601,0.671601632,0.527759893,0.668226044,0.752602918,0.792808852,0.206194868,0.577158899,0.658548321,0.826366539,0.584621659,0.426864426,0.241520035,0.830588142,0.628277404,0.622491963,0.443433574,0.650659134,0.426377597,0.569863014,0.472703063,0.664383562,0.376383764,0,0.166666667,0.066666667,0.2,0,0,0,0,0,0,0,0,0.223564955,0.29112662,0.11875,0.369085174,0.360849057,0.423611111,0.35,0.5,0.5,0.5,0.580645161,0.56,0.5,0.5
2005-1454-1104,0.640776699,0.605263158,0.47826087,0.733333333,0.266666667,0.8259257,0.341447214,0.806489003,0.683641185,0.472971115,0.702336437,0.440179013,0.756122525,0.482912068,0.625427487,0.346872927,0.505661527,0.510718391,0.272606369,0.276419729,0.786483663,0.601809252,0.205207884,0.344143739,0.22455666,0.616521388,0.543465622,0.448211898,0.418866146,0.452118976,0.505790821,0.358117717,0.408001477,0.608286252,0.17163505,0.506849315,0.391478029,0.613013699,0.653136531,0.033333333,0.1,0.033333333,0.166666667,0,0.047619048,0,0.047619048,0,0,0,0,0.065458207,0.201395813,0.1125,0.252365931,0.08490566,0.238425926,0.5,0.545454545,0.25,0.35,0.677419355,0.6,0.25,0.35
2005-1137-1242,0.533980583,0.342105263,0.380434783,0.133333333,0.866666667,0.669739178,0.694107201,0.721552926,0.888552604,0.637845817,0.454884935,0.54362753,0.634341032,0.423394727,0.478474226,0.389843797,0.389143126,0.232292864,0.278179458,0.362668658,0.443686211,0.406149681,0.615253532,0.305828186,0.439284241,0.393258708,0.539526166,0.53939853,0.504683245,0.681382872,0.641288599,0.374761581,0.482221321,0.392655367,0.594399277,0.64109589,0.668442077,0.729452055,0.605166052,0.033333333,0,0.2,0,0.047619048,0,0.19047619,0,0,0,0,0,0.236656596,0.161515454,0.04375,0.451104101,0.280660377,0.328703704,0.45,0.454545455,0.3,0.45,0.64516129,0.52,0.3,0.45
2005-1163-1416,0.485436893,0.447368421,0.52173913,0.933333333,0.066666667,0.277090979,0.733005333,0.883540804,0.977686368,0.640361939,0.489336713,0.54362753,0.508436876,0.464564089,0.473923266,0.459803389,1,0.504743378,0.191031338,0.550826177,0.287220015,0.383988934,0.361213065,0.522290848,0.564702378,0.789041413,0.147049891,0.44551448,0.390052219,0.812687758,0.722285865,0.328162806,0.606179273,0.488700565,0.235772358,0.943835616,0.810918775,0.842465753,0.782287823,0.1,0.4,0.1,0.566666667,0,0.476190476,0,0.476190476,0,0.181818182,0,0.181818182,0.177240685,0.692921236,0.503125,0.539432177,0.379716981,0.710648148,0.5,0.454545455,0.4,0.35,0.677419355,0.52,0.4,0.35
2005-1181-1175,0.650485437,0.263157895,0.184782609,0,1,0.557674517,0.613583368,0.909562818,0.914422368,0.411197638,0.367094135,0.632381337,0.48326062,0.505981713,0.673746927,0.603341174,0.363995039,0.158104165,0.724184883,0.266704736,0.867490924,0.702804858,0.194135155,0.768781583,0.719149521,0.638345985,0.596095831,0,0.333093934,0.307605008,0.432593171,0.129427187,0.413186581,0.649717514,0.740740741,0.657534247,0.55792277,0.821917808,0.490774908,0.666666667,0,0.666666667,0,0.714285714,0,0.714285714,0,0.909090909,0,0.909090909,0,0.704934542,0.066799601,0.578125,0.208201893,0.575471698,0.150462963,0.55,0.318181818,0.25,0.65,0.709677419,0.4,0.25,0.65
2005-1196-1325,0.495145631,0.328947368,0.413043478,0.8,0.2,0.684032748,0.178507781,0.87321573,0.78330615,0.64688234,0.677732326,0.277108182,0.753903949,0.439035244,0.504350575,0.238550148,0.569772042,0.568857926,0.406376331,0.689017739,0.364494143,0.838757637,0.34221362,0.585659742,0.350948541,0.426633639,0.495095927,0.674849091,0.367634737,0.266323973,0.550568433,0.552293881,0.259106896,0.716572505,0.420054201,0.531506849,0.523302264,0.438356164,0.726937269,0,0.2,0,0.2,0,0.095238095,0,0.095238095,0,0.090909091,0,0.090909091,0.043303122,0.217347956,0.175,0.280757098,0.132075472,0.25,0.35,0.5,0.5,0.35,0.580645161,0.56,0.5,0.35
2005-1210-1203,0.427184466,0.407894737,0.554347826,0.733333333,0.266666667,0.667513589,0.366931936,0.931408524,0.74418996,0.568081711,0.531548172,0.509253902,0.431164123,0.412742875,0.434362866,0.500229178,0.605623035,0.549158066,0.273746319,0.546543381,0.354895883,0.284221193,0.258859725,0.12094329,0.62767493,0.191082504,0.339386174,0.64047827,0.428382261,0.57306112,0.52466867,0.748165097,0.494513283,0.785310734,0.517615176,0.654794521,0.543275632,0.619863014,0.708487085,0,0.066666667,0,0.1,0,0.047619048,0,0.047619048,0,0.090909091,0,0.090909091,0.045317221,0.151545364,0.159375,0.19873817,0.120283019,0.206018519,0.4,0.318181818,0.35,0.55,0.612903226,0.4,0.35,0.55
2005-1235-1278,0.650485437,0.355263158,0.260869565,0.533333333,0.466666667,0.786097824,0.877424361,0.739975165,0.574268125,0.34059084,0.473400758,0.018319589,0.521182249,0.367784003,0.495506929,0.446800555,0.577160362,0.612363099,0.522804277,0.274157534,0.371883348,0.415684128,0.616934489,0.289927007,0.717076021,0.06688435,0.286223762,0.703539105,0.366280636,0.532308084,0.630445937,0.819273048,0.593350013,0.793785311,0.692863595,0.652054795,0.830892144,0.589041096,0.616236162,0,0,0,0.033333333,0,0,0,0.047619048,0,0,0,0,0.110775428,0.142572283,0.071875,0.261829653,0.252358491,0.229166667,0.2,0.409090909,0.55,0.5,0.483870968,0.48,0.55,0.5
2005-1257-1418,0.601941748,0.407894737,0.358695652,0.2,0.8,0.641622209,0.2047991,0.830955379,0.597642637,0.56980893,0.499691319,0.769624895,0.434446242,0.5619297,0.307065121,0.448501297,0.337889999,0.22491568,0.595301928,0.415804617,0.728602987,0.352278947,0.306358337,0.357821449,0.240732255,0.70893032,0.421310665,0.620827311,0.404401203,0.603178312,0.248122703,0.606296294,0.466929713,0.646892655,0.680216802,0.478082192,0.561917443,0.760273973,0.656826568,0.066666667,0,0.333333333,0,0,0,0.285714286,0,0,0,0.363636364,0,0.429003021,0.010967099,0.103125,0.025236593,0.370283019,0.016203704,0.75,0.363636364,0.2,0.5,0.838709677,0.44,0.2,0.5
2005-1277-1330,0.621359223,0.684210526,0.565217391,0.266666667,0.733333333,0.812576643,0.508686271,0.845776088,0.899637226,0.78957214,0.482892062,0.457160185,0.412203308,0.807072193,0.44830519,0.217809541,0.536177106,0.494283946,0.379355295,0.622645377,0.462274813,0.367856562,0.218663253,0.187523863,0.295823214,0.420844397,0.389248351,0.491710658,0.380405183,0.685731279,0.78726439,0.528192461,0.456233168,0.575329567,0.756097561,0.590410959,0.247669774,0.698630137,0.645756458,0.233333333,0,0.233333333,0.066666667,0.238095238,0,0.238095238,0,0.272727273,0,0.272727273,0,0.211480363,0.201395813,0.296875,0.14511041,0.224056604,0.256944444,0.4,0.727272727,0.3,0.25,0.612903226,0.76,0.3,0.25
2005-1280-1390,0.766990291,0.736842105,0.445652174,0.533333333,0.466666667,0.459985814,0.53360123,0.79496678,0.017811709,0.421847825,0.306467237,0.334088517,0.47842321,0.285159544,0.638212034,0.305367589,0.262205162,0.466512133,0.349457996,0.346906503,0.886413453,0.407281388,0.67911449,0.386558113,0.452996838,0.334637555,0.051551342,0.589122991,0.217426759,0.466687503,0.289557161,0.58170624,0.393932801,0.423728814,0.338753388,0.75890411,0.55126498,0.678082192,0.667896679,0.1,0,0.1,0.033333333,0,0,0,0.047619048,0,0,0,0,0.129909366,0.08773679,0.228125,0.031545741,0.172169811,0.19212963,0.4,0.272727273,0.5,0.6,0.612903226,0.36,0.5,0.6
2005-1301-1150,0.427184466,0.342105263,0.5,0.4,0.6,0.531333553,0.458575959,0.888880198,0.854176553,0.281524734,0.586613798,0.549950158,0.639744521,0.370215098,0.49610363,0.259700862,0.546452323,0.738956331,0.488225795,0.340456685,0.625693541,0.76563309,0.553983406,0.351061202,0.630882555,0.507310833,0.66179682,0.573970305,0.302675285,0.436539967,0.683223239,0.585052537,0.343888136,0.625235405,0.482384824,0.221917808,0.476697736,0.640410959,0.605166052,0.133333333,0.1,0.133333333,0.133333333,0,0,0,0,0,0,0,0,0.116817724,0.220338983,0.253125,0.375394322,0.191037736,0.333333333,0.35,0.318181818,0.35,0.65,0.580645161,0.4,0.35,0.65
2005-1314-1324,0.815533981,0.776315789,0.423913043,0,1,0.55428406,0.77238684,0.908309209,0.766818259,0.723704735,0.519020252,0.793570019,0.467690566,0.566431208,0.312319654,0.362535432,0.288871544,0.311818653,0.844143507,0.517874269,0.867490924,0.674867228,0.602607797,0.726850084,0.329640746,0.342938282,0.414097005,0.612058771,0.624341652,0.709172619,0.606169346,0.559586313,0.868826413,0.706214689,0.40469738,0.804109589,0.403462051,0.821917808,0.664206642,0.033333333,0,0.5,0,0,0,0.428571429,0,0,0,0.363636364,0,0.448136959,0.074775673,0.04375,0.283911672,0.271226415,0.206018519,0.65,0,0.2,0.9,0.774193548,0.12,0.2,0.9
2005-1329-1368,0.417475728,0.171052632,0.369565217,0.933333333,0.066666667,0.349602222,0.473974995,0.77664391,0.50055818,0.478642848,0.661655834,0.043463713,0.903257532,0.128885537,0.825340209,0.448839033,0.253640699,0.433213749,0.600468646,0.54029123,0.655164737,0.510015237,0.532477947,0.061729366,0.233411997,0.111865912,0.345593276,0.34435745,0.23182063,0.302934947,0.686834233,0.597369467,0.563663393,0.877589454,0.410117435,0.357534247,0.37816245,0.321917808,0.859778598,0,0.4,0,0.833333333,0,0.238095238,0,0.571428571,0,0.181818182,0,0.272727273,0.085599194,0.769690927,0.28125,0.416403785,0.29245283,0.685185185,0.5,0.545454545,0.4,0.3,0.677419355,0.6,0.4,0.3
2005-1356-1388,0.631067961,0.368421053,0.293478261,0.4,0.6,0.622796326,0.170012372,0.791069494,0.471827612,0.352753091,0.431565739,0.52356521,0.519180957,0.692749808,0.573452139,0.242615041,0.291507174,0.467623764,0.4339304,0.520319489,0.489896568,0.499053212,0.33017704,0.263683324,0.659808459,0.291451251,0.523270848,0.314314864,0,0.440023548,0.250204107,0.550767323,0.139819823,0.787193974,0.257452575,0.445205479,0.511318242,0.705479452,0.439114391,0,0,0,0,0,0,0,0,0,0,0,0,0.007049345,0.058823529,0.01875,0.167192429,0.014150943,0.12037037,0.6,0.590909091,0.35,0.4,0.741935484,0.64,0.35,0.4
2005-1436-1393,0.514563107,0.263157895,0.336956522,0.2,0.8,0.824437159,0.854705665,0.941934851,0.959451246,0.730912438,0.444324541,0.157807784,0.573290182,0.291075678,0.570900574,0.570243049,0.155876441,0.277396006,0.416493387,0.411324153,0.428077266,0.424042487,0.584764974,0.331903425,0.452607341,0.191282672,0.633925602,0.720716787,0.393478619,0.484348164,0.714721818,0.917070491,0.441248117,0.632768362,0.397470641,0.646575342,0.479360852,0.678082192,0.981549815,0.766666667,0.066666667,0.766666667,0.066666667,0.619047619,0,0.619047619,0,0.272727273,0,0.272727273,0,0.688821752,0.299102692,0.746875,0.861198738,0.563679245,0.763888889,0.65,0.545454545,0.3,0.3,0.774193548,0.6,0.3,0.3
2005-1437-1307,0.621359223,0.236842105,0.195652174,0.266666667,0.733333333,0.710763506,0.426625377,0.951040414,0.316967005,0.328368824,0.802589906,0.488403867,0.76264102,0.613732177,0.37907449,0.72063808,0.431040566,0.290072382,0.538816352,0.349607959,0.364588328,0.717169401,0.567539017,0.704570466,0.668446135,0.456846537,0.614879112,0.488193967,0.535752761,0.268451142,0.599176474,0.753748997,0.580233972,0.675141243,0.489611563,0.336986301,0.66045273,0.681506849,0.730627306,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0.178247734,0.123629113,0.1625,0.113564669,0.323113208,0.287037037,0.4,0.636363636,0.35,0.3,0.612903226,0.68,0.35,0.3
2005-1458-1320,0.59223301,0.263157895,0.25,0.333333333,0.666666667,0.825812337,0.765204915,0.788904538,0.589178719,0.288786225,0.653574924,0.705896705,0.700172111,0.341219951,0.451578141,0.07181714,0.508323889,0.608257646,0.360641116,0.214798709,1,0.419020075,0.780928074,0.45937114,0.240892636,0.511079626,0.447813775,0.425809419,0.309539306,0.519715002,0.629397167,0.462031502,0.427960668,0.27212806,0.298102981,0.408219178,0.368841545,0.729452055,0.605166052,0.1,0.033333333,0.1,0.033333333,0.047619048,0,0.047619048,0,0,0,0,0,0.101711984,0.05782652,0.109375,0.157728707,0.146226415,0.113425926,0.4,0.409090909,0.4,0.5,0.612903226,0.48,0.4,0.5
2005-1112-1412,0.330097087,0.342105263,0.608695652,0.666666667,0.133333333,0.462913835,0.296689572,0.818843223,0.233717977,0.467747623,0.545948252,0.403184318,0.821438986,0.427896236,0.813744612,0.278650262,0.436114022,0.653638695,0.531754995,0.599166868,0.626746695,0.716659023,0.383666955,0.425558675,0.16138936,0.371537324,0.269109399,0.61727584,0.412013347,0.532842153,0.565157622,0.643425691,0.628604109,0.967043315,0.486901536,0.309589041,0.496671105,0.650684932,0.79704797,0.033333333,0.666666667,0.033333333,0.833333333,0.047619048,0.476190476,0.047619048,0.571428571,0,0.363636364,0,0.454545455,0.045317221,0.721834497,0.1,0.514195584,0.075471698,0.594907407,0.35,0.681818182,0.5,0.3,0.580645161,0.72,0.5,0.3
